,place_name,participant_count
7975,Буквоед,2
7976,БИКЦИМ,7
7977,"Арт-салон на Невском, 24",1
7978,Нико,3
7979,Свои книги,2
7980,Дом молодежи Санкт-Петербурга,7
7981,Порядок слов,1
7982,Cafemax,1
7983,Порядок слов,1
7984,Буквоед,1
7985,Порядок слов,4
7986,Нико,2
7987,Свои книги,1
7988,Time-cafe Саквояж,7
7989,Буквоед,3
7990,Порядок слов,5
7991,Летний читальный зал на Елагином острове,0
7992,Циферблат,1
7993,street,0
7994,Порядок слов,2
7995,Свои книги,1
7996,Миракль,1
7997,Summerbar,0
7998,Буквоед,1
7999,Библиотека Некрасова,1
8000,Эрарта,1
8001,Литераторские мостки Волкова Кладбища,7
8002,Книжный магазин Мы,1
8003,Свои книги,2
8004,Порядок слов,4
8005,Мастерская Горынина,5
8006,Буквоед,2
8007,Свои книги,1
8008,Музей Ахматовой,2
8009,Буквоед,1
8010,Новая Голландия,4
8011,Эрарта,0
8012,Cafemax,4
8013,Книги и кофе,0
8014,Клуб-клуб-клуб,5
8015,Новая Голландия,9
8016,Summerbar,12
8017,Книги и кофе,2
8018,Буквоед,2
8019,Свои книги,1
8020,Жук,2
8021,Буквоед,1
8022,Новая Голландия,2
8023,Буквоед,2
8024,Крышабар,1
8025,Лютеранская церковь святых Петра и Павла,5
8026,Жопа,1
8027,Fish fabrique nouvelle,1
8028,Четверть,0
8029,MOD,3
8030,Дом писателя,11
8031,Книги и кофе,1
8032,Свои книги,1
8033,Нико,1
8034,Книги и кофе,2
8035,"Арт-салон на Невском, 24",1
8036,Малевич,1
8037,biblioteka,1
8038,Книги и кофе,1
8039,JFC-Jazz-club,1
8040,Буквоед,1
8041,Буквоед,1
8042,Регал,6
8043,Summerbar,1
8044,Эрарта,2
8045,Книги и кофе,2
8046,Fish fabrique nouvelle,1
8047,Кофейня Щелкунчик,1
8048,Эрарта,2
8049,Библиотека Маяковского,10
8050,Библиотека Лавренева,0
8051,Свои книги,1
8052,Summerbar,4
8053,Библиотека Измайловская,2
8054,Буквоед,1
8055,Буквоед,1
8056,Смольный институт свободных искусств и наук,5
8057,Буквоед,1
8058,Дом книги,3
8059,Смольный Собор,0
8060,Порядок слов,2
8061,Музей Достоевского,8
8062,Музей Ахматовой,2
8063,Буквоед,1
8064,Старая Вена,3
8065,Буквоед,2
8066,Порядок слов,3
8067,Буквоед,1
8068,Миракль,4
8069,КДЦ Красногвардейский,9
8070,Буквоед,1
8071,Книжный магазин Мы,1
8072,Библиотека Лавренева,0
8073,Порядок слов,2
8074,Цифербург,1
8075,Библиотека им. Пушкина Петроградского района,2
8076,Кипяток,17
8077,Книжный магазин Мы,2
8078,"Арт-салон на Невском, 24",1
8079,Буквоед,1
8080,Галерея 12 Июля,12
8081,Музей Ахматовой,3
8082,Театр Куклы,0
8083,Российская национальная библиотека,1
8084,Цифербург,1
8085,Эрарта,0
8086,Порядок слов,20
8087,Свои книги,1
8088,Библиотека Маяковского,1
8089,Буквоед,1
8090,АБЦентр,8
8091,Summerbar,4
8092,Буквоед,1
8093,Порядок слов,4
8094,БДТ,3
8095,Banka Soundbar,13
8096,Еврейский общинный центр,2
8097,Порядок слов,1
8098,Книги и кофе,1
8099,Библиотека Некрасова,4
8100,Образовательный центр Дом Бенуа,2
8101,Буквоед,1
8102,Музей Ахматовой,3
8103,Дом писателя,1
8104,Дом писателя,2
8105,Старая Вена,3
8106,Буквоед,0
8107,Циферблат,0
8108,Книги и кофе,1
8109,Галерея Ультра Марин,14
8110,Дом писателя,1
8111,Библиотека Лермонтова,1
8112,Российская национальная библиотека,2
8113,АБЦентр,8
8114,Буквоед,2
8115,Библиотека Бронницкая,1
8116,Порядок слов,1
8117,Выставочный зал Московского района,2
8118,Библиотека Лавренева,0
8119,Жук,4
8120,Кипяток,7
8121,Порядок слов,1
8122,Российская национальная библиотека,1
8123,Люксор,8
8124,Библиотека Маяковского,1
8125,Театр Остров,1
8126,Еврейский общинный центр,3
8127,Буквоед,2
8128,Буквоед,4
8129,Бар мистера Кокошки,2
8130,Библиотека Герцена,1
8131,Буквоед,1
8132,"Арт-салон на Невском, 24",0
8133,АБЦентр,5
8134,АБЦентр,2
8135,DaDa,2
8136,Выставочный зал Московского района,3
8137,Буквоед,3
8138,БИКЦИМ,2
8139,Библиотека Маяковского,5
8140,Нико,0
8141,Миракль,2
8142,Библиотека им. Пушкина Петроградского района,1
8143,Музей Ахматовой,1
8144,street,0
8145,Музей Достоевского,4
8146,Библиотека Измайловская,1
8147,Буквоед,2
8148,Дом книги,2
8149,Порядок слов,1
8150,Музей Ахматовой,1
8151,Книжный магазин Мы,1
8152,АБЦентр,1
8153,Порядок слов,1
8154,Музей Ахматовой,2
8155,Манхэттен,5
8156,Старая Вена,2
8157,Буквоед,1
8158,Книги и кофе,0
8159,Summerbar,0
8160,Библиотека Маяковского,2
8161,Дом писателя,0
8162,Дом книги,4
8163,АБЦентр,4
8164,Книжный магазин Мы,1
8165,Порядок слов,1
8166,Выставочный зал Московского района,3
8167,Книжный клуб на Австрийской площади,2
8168,Музей Набокова,17
8169,Библиотека Лавренева,3
8170,Книжный магазин Мы,1
8171,Буквоед,3
8172,Скороход,1
8173,Порядок слов,4
8174,Жук,1
8175,Библиотека Маяковского,2
8176,Библиотека Некрасова,1
8177,Музей театрального и музыкального искусства,2
8178,Порядок слов,3
8179,Книги и кофе,1
8180,Музей Ахматовой,2
8181,"Арт-салон на Невском, 24",3
8182,Смольный институт свободных искусств и наук,0
8183,Галерея V-concept,2
8184,Книжный магазин Мы,5
8185,Музей Ахматовой,5
8186,Российская национальная библиотека,2
8187,Российская национальная библиотека,1
8188,Route 148,9
8189,Музей Ахматовой,4
8190,Библиотека Маяковского,1
8191,Книжный дом Глагол,1
8192,АБЦентр,3
8193,Буквоед,1
8194,Дом писателя,2
8195,Малая сцена театра им. Ленсовета,1
8196,Порядок слов,1
8197,Библиотека Маяковского,24
8198,Буквоед,2
8199,Выставочный зал Московского района,3
8200,Буквоед,4
8201,Книги и кофе,2
8202,ДК Крупской,1
8203,ЦСЛК,11
8204,Библиотека Лавренева,1
8205,Порядок слов,3
8206,ЦСЛК,6
8207,Лендок,1
8208,Порядок слов,8
8209,Зал ожидания,4
8210,Буквоед,9
8211,Библиотека Маяковского,10
8212,Библиотека Маяковского,2
8213,Буквоед,2
8214,Порядок слов,2
8215,Музей Ахматовой,6
8216,Нико,6
8217,Порядок слов,17
8218,Стокер,6
8219,Буквоед,4
8220,"Арт-салон на Невском, 24",3
8221,DaDa,3
8222,Дом писателя,2
8223,Манхэттен,1
8224,Эрарта,9
8225,Книги и кофе,5
8226,Музей Ахматовой,1
8227,Дом писателя,1
8228,ЦСЛК,6
8229,Циферблат,2
8230,Буквоед,2
8231,Дом актера,1
8232,Порядок слов,1
8233,Буквоед,3
8234,Выставочный зал Московского района,3
8235,biblioteka,1
8236,Кипяток,26
8237,Summerbar,5
8238,Жук,12
8239,Порядок слов,1
8240,Дом книги,2
8241,Театр-студия СПбГУ,6
8242,Академия художеств,1
8243,Библиотека Измайловская,5
8244,Библиотека Маяковского,2
8245,Порядок слов,4
8246,Библиотека Некрасова,2
8247,Музей Ахматовой,2
8248,Библиотека Измайловская,1
8249,"Арт-салон на Невском, 24",7
8250,Буквоед,2
8251,Нико,1
8252,Библиотека Измайловская,1
8253,Камертон,4
8254,"Арт-салон на Невском, 24",0
8255,Буквоед,2
8256,Fish fabrique nouvelle,3
8257,Российская национальная библиотека,1
8258,Буквоед,1
8259,Эрарта,0
8260,Старая Вена,1
8261,Дом писателя,1
8262,Театр Романа Виктюка в помещении Консерватории им. Н.А.Римского-Корсакова,16
8263,Выставочный зал Московского района,3
8264,Буквоед,2
8265,Книжный магазин Мы,8
8266,Библиотека Лавренева,3
8267,ANDY BAR,0
8268,"Арт-салон на Невском, 24",2
8269,Порядок слов,1
8270,Дом молодежи Царскосельский,2
8271,Дом кино,7
8272,Библиотека Маяковского,12
8273,Money-Honey,11
8274,Грибоедов,0
8275,street,0
8276,Кипяток,2
8277,Money-Honey,4
8278,Порядок слов,7
8279,Книги и кофе,1
8280,Регал,0
8281,Буквоед,1
8282,Дом писателя,1
8283,Библиотека Бронницкая,2
8284,Молодежный театр на Фонтанке,9
8285,Музей Зощенко,2
8286,Буквоед,1
8287,Дом композиторов,2
8288,Музей Ахматовой,1
8289,Книжный клуб на Австрийской площади,1
8290,DaDa,1
8291,Буквоед,1
8292,Буквоед,5
8293,Книги и кофе,2
8294,Музей Достоевского,0
8295,Дом писателя,1
8296,Буквоед,2
8297,ГЭЗ-21,6
8298,Выставочный зал Московского района,4
8299,Музей Державина,0
8300,Дом писателя,1
8301,Кафе Соло на столе,1
8302,Порядок слов,7
8303,Жук,2
8304,Нико,3
8305,Театр За Черной речкой,4
8306,Ящик,1
8307,Море,0
8308,Библиотека им. Пушкина Петроградского района,1
8309,Библиотека Маяковского,2
8310,Книги и кофе,3
8311,Порядок слов,1
8312,Музей Ахматовой,1
8313,Галерея 12 Июля,4
8314,Российская национальная библиотека,3
8315,Буквоед,2
8316,Союз художников,2
8317,Музей Набокова,9
8318,"Арт-салон на Невском, 24",3
8319,Порядок слов,5
8320,Эрарта,11
8321,Проходимец,1
8322,Эрарта,0
8323,Музей Набокова,9
8324,Буквоед,2
8325,Старая Вена,3
8326,Порядок слов,3
8327,Книги и кофе,2
8328,Буквоед,2
8329,Музей Ахматовой,6
8330,Дом писателя,1
8331,Библиотека Маяковского,2
8332,Театр Под самой крышей,5
8333,Книжный магазин Мы,2
8334,Грибоедов,12
8335,Книги и кофе,2
8336,Цифербург,2
8337,Выставочный зал Московского района,3
8338,Городской ДК г. Ломоносова,2
8339,Библиотека Маяковского,5
8340,Библиотека Лавренева,1
8341,Жопа,14
8342,Жук,0
8343,Библиотека Маяковского,11
8344,Библиотека им. Пушкина Петроградского района,1
8345,Дом молодежи Царскосельский,1
8346,ДК Ижорский,2
8347,Еврейский общинный центр,2
8348,Библиотека Маяковского,2
8349,Театр Под самой крышей,4
8350,Буквоед,1
8351,Порядок слов,2
8352,Буквоед,2
8353,ТЮЗ им. Брянцева,1
8354,"Арт-салон на Невском, 24",2
8355,Музей Зощенко,2
8356,DaDa,4
8357,Дом писателя,0
8358,Буквоед,1
8359,Эрарта,0
8360,Дом писателя,3
8361,Буквоед,1
8362,Книги и кофе,0
8363,Библиотека Маяковского,0
8364,Буквоед,1
8365,Дом актера,6
8366,Выставочный зал Московского района,3
8367,Российская национальная библиотека,7
8368,Дом молодежи Царскосельский,1
8369,Порядок слов,4
8370,Banka Soundbar,5
8371,Библиотека Маяковского,2
8372,Книжный магазин Мы,3
8373,Порядок слов,7
8374,Фундаментальная библиотека РГПУ им. Герцена,2
8375,Дом писателя,1
8376,Музей Ахматовой,3
8377,Еврейский общинный центр,2
8378,Книги и кофе,6
8379,Библиотека Некрасова,1
8380,Дом писателя,1
8381,"Арт-салон на Невском, 24",3
8382,Буквоед,1
8383,Театр Эстрады,8
8384,Буквоед,10
8385,Музей Зощенко,3
8386,Старая Вена,27
8387,Книги и кофе,2
8388,Музей Ахматовой,1
8389,Ленэкспо,0
8390,Дом писателя,1
8391,Библиотека Некрасова,1
8392,Дом писателя,0
8393,Балтийский медиа-центр,0
8394,Дом актера,1
8395,Буквоед,2
8396,Кипяток,6
8397,Выставочный зал Московского района,3
8398,Институт Финляндии в Санкт-Петербурге,1
8399,ЦСЛК,6
8400,Море,6
8401,Буквоед,4
8402,Книжный магазин Мы,2
8403,Музей Зощенко,3
8404,Кипяток,7
8405,ИРЛИ,1
8406,Библиотека Маяковского,2
8407,Балтийский медиа-центр,0
8408,Свои книги,2
8409,Порядок слов,4
8410,Нико,0
8411,Буквоед,6
8412,Буквоед,6
8413,NAMEGALLERY,19
8414,Российская национальная библиотека,17
8415,Музей Зощенко,3
8416,Порядок слов,1
8417,Книги и кофе,2
8418,Библиотека Маяковского,1
8419,Дом писателя,1
8420,Дом книги,1
8421,Старая Вена,7
8422,DO-gallery,7
8423,Лендок,3
8424,Библиотека Измайловская,12
8425,Буквоед,1
8426,Музей петербургского авангарда,1
8427,"Гатчина, бар New York",13
8428,Библиотека Маяковского,6
8429,Выставочный зал Московского района,3
8430,Музей Достоевского,6
8431,"Арт-салон на Невском, 24",3
8432,Библиотека Лавренева,1
8433,Музей Зощенко,2
8434,Книги и кофе,1
8435,Порядок слов,6
8436,Black box theatre,12
8437,Порядок слов,1
8438,DaDa,0
8439,Дом писателя,1
8440,Библиотека Маяковского,3
8441,Порядок слов,6
8442,Книги и кофе,1
8443,Нико,0
8444,Музей Ахматовой,4
8445,Библиотека Абрамова,1
8446,Дом писателя,1
8447,Буквоед,1
8448,Старая Вена,17
8449,"Арт-салон на Невском, 24",4
8450,ANDY BAR,1
8451,Эрарта,14
8452,Лавка художника,7
8453,Книги и кофе,6
8454,Библиотека Маяковского,1
8455,Миракль,1
8456,Музей петербургского авангарда,1
8457,Дом писателя,1
8458,Порядок слов,2
8459,Российская национальная библиотека,2
8460,Выставочный зал Московского района,3
8461,Библиотека Лавренева,1
8462,Fish fabrique nouvelle,8
8463,Музей нонконформистского искусства,1
8464,Жук,1
8465,ANDY BAR,14
8466,Эрарта,12
8467,Кипяток,0
8468,Пространство Табурет,3
8469,Дом молодежи Царскосельский,1
8470,Книжный магазин Мы,1
8471,ЦСЛК,1
8472,"Арт-салон на Невском, 24",4
8473,Порядок слов,5
8474,Эрарта,1
8475,Дом книги,3
8476,Библиотека Маяковского,2
8477,Смольный институт свободных искусств и наук,8
8478,Российская национальная библиотека,1
8479,Библиотека Маяковского,5
8480,Европейский университет,3
8481,Еврейский общинный центр,2
8482,Молодежный клуб Современник,1
8483,БИКЦИМ,0
8484,Музей Ахматовой,5
8485,Буквоед,7
8486,В месте,1
8487,Библиотека Абрамова,1
8488,Эрарта,13
8489,DO-gallery,4
8490,Книги и кофе,5
8491,Эрарта,1
8492,Route 148,11
8493,Библиотека Маяковского,6
8494,"Арт-салон на Невском, 24",2
8495,Святодуховский центр Александро-Невской Лавры,1
8496,Дом книги,2
8497,Порядок слов,1
8498,Выставочный зал Московского района,2
8499,Жук,3
8500,Дом молодежи Царскосельский,3
8501,Книжная лавка писателя,2
8502,Хостел In Touch,1
8503,Регал,0
8504,Библиотека Маяковского,2
8505,Буквоед,1
8506,Книжный магазин Мы,4
8507,АБЦентр,13
8508,БИКЦИМ,0
8509,РХГА,1
8510,Камин и кот,23
8511,Миракль,5
8512,Музей Ахматовой,1
8513,Буквоед,1
8514,Порядок слов,1
8515,Дом писателя,0
8516,Буквоед,1
8517,Порядок слов,1
8518,ЦСЛК,9
8519,Порядок слов,1
8520,biblioteka,3
8521,Порядок слов,3
8522,Книги и кофе,1
8523,Зал ожидания,0
8524,Книги и кофе,6
8525,Миракль,1
8526,Музей Ахматовой,2
8527,Музей Ахматовой,0
8528,Музей Ахматовой,2
8529,Музей Ахматовой,1
8530,Музей Ахматовой,1
8531,"Арт-салон на Невском, 24",4
8532,Музей Зощенко,1
8533,Буквоед,1
8534,Книжный магазин Мы,1
8535,Музей Ахматовой,1
8536,Буквоед,0
8537,Библиотека Лиговская,1
8538,Буквоед,1
8539,Лавка художника,3
8540,Буквоед,2
8541,Библиотека национальных литератур,3
8542,Философский факультет СПбГУ,1
8543,Русское географическое общество,5
8544,Библиотека Маяковского,5
8545,Библиотека Бронницкая,1
8546,Буквоед,3
8547,АБЦентр,7
8548,Консульство Республики Польша в Санкт-Петербурге,18
8549,Порядок слов,0
8550,Библиотека Некрасова,5
8551,Библиотека Лавренева,3
8552,Жук,12
8553,Fish fabrique nouvelle,1
8554,Книжный магазин Мы,6
8555,Radiobaby,2
8556,DaDa,1
8557,Библиотека Маяковского,2
8558,Библиотека Герцена,1
8559,Музей Ахматовой,2
8560,Еврейский общинный центр,2
8561,Inside,4
8562,АБЦентр,1
8563,Книги и кофе,0
8564,Музей Зощенко,2
8565,Библиотека Абрамова,1
8566,Музей Ахматовой,1
8567,Буквоед,1
8568,Лавка художника,3
8569,Библиотека Лиговская,3
8570,Российская национальная библиотека,0
8571,Буквоед,2
8572,Галерея Мольберт,2
8573,Порядок слов,8
8574,Буквоед,2
8575,Библиотека национальных литератур,3
8576,Bureau,7
8577,Библиотека Лавренева,2
8578,Паб Кино,3
8579,Порядок слов,0
8580,Детская библиотека истории и культуры Петербурга,5
8581,Библиотека Маяковского,2
8582,Музей Ахматовой,1
8583,Дом писателя,1
8584,Буквоед,1
8585,Порядок слов,1
8586,"Арт-салон на Невском, 24",1
8587,Библиотека Маяковского,2
8588,Библиотека Маяковского,1
8589,Старая Вена,1
8590,Старая Вена,1
8591,Буквоед,3
8592,Буквоед,5
8593,Музей Ахматовой,2
8594,Буквоед,3
8595,Музей Зощенко,4
8596,Музей Ахматовой,4
8597,Библиотека Некрасова,1
8598,Библиотека Маяковского,2
8599,Музей петербургского авангарда,1
8600,Дом писателя,8
8601,Цифербург,1
8602,Музей Зощенко,3
8603,Африка,2
8604,Старая Вена,9
8605,Буквоед,9
8606,Порядок слов,3
8607,Лавка художника,4
8608,Bureau,3
8609,Fish fabrique nouvelle,4
8610,Музей Ахматовой,2
8611,Эрарта,2
8612,Книжный магазин Мы,1
8613,Буквоед,9
8614,street,0
8615,Дом архитектора,1
8616,Музей петербургского авангарда,5
8617,Книжный магазин Мы,2
8618,Еврейский общинный центр,3
8619,Галерея 12 Июля,3
8620,Музей Достоевского,1
8621,Библиотека им. Толстого,1
8622,ДК Шелгунова,1
8623,Библиотека Маяковского,3
8624,Книги и кофе,1
8625,Музей Зощенко,5
8626,Музей Ахматовой,1
8627,Музей Ахматовой,7
8628,БИКЦИМ,14
8629,Порядок слов,2
8630,Дом писателя,1
8631,Дом писателя,1
8632,Выставочный зал Московского района,1
8633,Библиотека Светлова в Колпино,1
8634,Смольный институт свободных искусств и наук,12
8635,Малевич,1
8636,Свитер с оленями,0
8637,Radiobaby,2
8638,Буквоед,1
8639,Старая Вена,1
8640,Библиотека Абрамова,1
8641,Дом писателя,2
8642,Буквоед,2
8643,Российская национальная библиотека,3
8644,Библиотека Бронницкая,4
8645,Музей Зощенко,3
8646,Музей Ахматовой,7
8647,Санкт-Петербургский союз литераторов,3
8648,Дом писателя,17
8649,Буквоед,1
8650,Ящик,1
8651,Библиотека Абрамова,1
8652,Музей Ахматовой,2
8653,Дом писателя,1
8654,Дом писателя,1
8655,АБЦентр,4
8656,Буквоед,1
8657,Российская национальная библиотека,1
8658,Театр Буфф,1
8659,Порядок слов,1
8660,Господин литератор,2
8661,Ящик,5
8662,Выставочный зал Московского района,0
8663,Библиотека Лавренева,2
8664,Цифербург,1
8665,Порядок слов,2
8666,Дом молодежи Царскосельский,1
8667,Порядок слов,1
8668,Цифербург,1
8669,Дом писателя,1
8670,Библиотека Маяковского,2
8671,Буквоед,1
8672,Нико,4
8673,Порядок слов,3
8674,Галерея Квартира Алексея Сергиенко,1
8675,Дом писателя,2
8676,Буквоед,1
8677,Музей Ахматовой,15
8678,Ящик,1
8679,Порядок слов,3
8680,Старая Вена,8
8681,Порядок слов,1
8682,Лавка художника,5
8683,Библиотека Маяковского,6
8684,Театр Мимигранты,1
8685,Молодёжный центр Эрмитажа,12
8686,Дом писателя,2
8687,АБЦентр,6
8688,Буквоед,2
8689,Циферблат,1
8690,ГЭЗ-21,63
8691,Выставочный зал Московского района,1
8692,БИКЦИМ,3
8693,Библиотека Лавренева,1
8694,Freedom,2
8695,Порядок слов,2
8696,Российская национальная библиотека,2
8697,Библиотека Маяковского,2
8698,Буквоед,2
8699,Институт Финляндии в Санкт-Петербурге,2
8700,Галерея Квартира Алексея Сергиенко,3
8701,Буквоед,3
8702,Буквоед,5
8703,Порядок слов,7
8704,Буквоед,1
8705,Музей Ахматовой,1
8706,Порядок слов,2
8707,Книжный клуб на Австрийской площади,1
8708,Борей-Арт,1
8709,Порядок слов,7
8710,Порядок слов,7
8711,Музей петербургского авангарда,1
8712,БИКЦИМ,6
8713,Порядок слов,7
8714,Дом писателя,0
8715,Нико,1
8716,Галерея Квартира Алексея Сергиенко,5
8717,Библиотека Некрасова,1
8718,Буквоед,3
8719,АБЦентр,0
8720,Буквоед,1
8721,Библиотека Некрасова,1
8722,Галерея Квартира Алексея Сергиенко,0
8723,Буквоед,2
8724,Порядок слов,2
8725,Буквоед,5
8726,Библиотека Абрамова,0
8727,Буквоед,1
8728,Театр Мимигранты,1
8729,Дом писателя,1
8730,Книги и кофе,7
8731,Библиотека Лермонтова,1
8732,Буквоед,1
8733,Дом писателя,1
8734,Старая Вена,1
8735,АБЦентр,2
8736,Дом писателя,2
8737,Порядок слов,1
8738,Библиотека Маяковского,1
8739,Буквоед,2
8740,Буквоед,1
8741,Библиотека Абрамова,1
8742,Библиотека Лавренева,4
8743,street,6
8744,the place,8
8745,Подвал Бродячей Собаки,2
8746,Музей связи,0
8747,Музей П.Щербова,5
8748,DaDa,0
8749,Библиотека Лермонтова,3
8750,Буквоед,3
8751,Нико,1
8752,Библиотека Герцена,2
8753,Музей Ахматовой,1
8754,Нико,4
8755,Лицей № 90,11
8756,Библиотека Герцена,1
8757,Библиотека Бронницкая,2
8758,Дом писателя,0
8759,Музей Ахматовой,1
8760,ЦСЛК,1
8761,БИКЦИМ,4
8762,АБЦентр,6
8763,Театр Особняк,2
8764,Radiobaby,4
8765,Книги и кофе,6
8766,Музей Ахматовой,0
8767,Музей петербургского авангарда,31
8768,Библиотека Маяковского,1
8769,Ресторан Никольский 8,0
8770,Freedom,6
8771,Бутерброд,1
8772,Новая сцена Александринского театра,15
8773,Библиотека Лиговская,2
8774,Библиотека Маяковского,0
8775,Жук,1
8776,Freedom,0
8777,Порядок слов,1
8778,Harst's Pub,11
8779,Порядок слов,2
8780,Российская национальная библиотека,12
8781,Библиотека Маяковского,1
8782,Библиотека на Стремянной,1
8783,Музей Ахматовой,1
8784,Еврейский общинный центр,2
8785,Старая Вена,4
8786,Библиотека Лермонтова,2
8787,Буквоед,1
8788,ГЭЗ-21,3
8789,Цифербург,1
8790,Библиотека на Стремянной,2
8791,Эрарта,3
8792,Порядок слов,2
8793,Российская национальная библиотека,3
8794,Книжный магазин Мы,6
8795,Библиотека Маяковского,1
8796,Старая Вена,5
8797,Цыпа,6
8798,Дом композиторов,2
8799,Новая сцена Александринского театра,2
8800,Эрарта,3
8801,Порядок слов,1
8802,Новая сцена Александринского театра,10
8803,Новая сцена Александринского театра,9
8804,Цифербург,12
8805,Summerbar,26
8806,Редакция журнала Звезда,1
8807,Библиотека Лермонтова,4
8808,Порядок слов,1
8809,ГЭЗ-21,2
8810,Библиотека Лермонтова,1
8811,Порядок слов,5
8812,Музей Пушкина,12
8813,АБЦентр,3
8814,Freedom,4
8815,Книги и кофе,4
8816,"Арт-салон на Невском, 24",1
8817,Тайга,0
8818,Буквоед,2
8819,Книги и кофе,1
8820,Порядок слов,3
8821,Бутерброд,7
8822,Библиотека Лермонтова,4
8823,Нико,0
8824,Лавка художника,3
8825,Порядок слов,1
8826,Библиотека Лермонтова,2
8827,Редакция журнала Звезда,1
8828,Консульство Республики Польша в Санкт-Петербурге,2
8829,KGallery,1
8830,Музей Ахматовой,2
8831,Консульство Республики Польша в Санкт-Петербурге,3
8832,БИКЦИМ,4
8833,Новая сцена Александринского театра,7
8834,Новая сцена Александринского театра,7
8835,Библиотека Измайловская,0
8836,"Арт-салон на Невском, 24",10
8837,БИКЦИМ,2
8838,Эрарта,12
8839,Summerbar,1
8840,"Арт-салон на Невском, 24",3
8841,Музей П.П.Чистякова,1
8842,Кофейня Щелкунчик,1
8843,Порядок слов,1
8844,Книги и кофе,2
8845,Порядок слов,4
8846,Российская национальная библиотека,1
8847,Еврейский общинный центр,12
8848,Ресторан Пьер,3
8849,Новая сцена Александринского театра,12
8850,Книжный магазин Мы,4
8851,Музей Ахматовой,4
8852,Буквоед,1
8853,Буквоед,1
8854,Российская национальная библиотека,2
8855,Daily,1
8856,DaDa,3
8857,Цифербург,0
8858,Библиотека Маяковского,5
8859,Циферблат,1
8860,Буквоед,3
8861,Порядок слов,1
8862,АБЦентр,1
8863,Порядок слов,2
8864,Буквоед,9
8865,Музей Ахматовой,1
8866,АБЦентр,1
8867,Буквоед,3
8868,Нико,1
8869,Дом творчества писателей,0
8870,Дом творчества писателей,0
8871,street,16
8872,Дом творчества писателей,4
8873,Дом творчества писателей,4
8874,Дом творчества писателей,0
8875,Дом творчества писателей,0
8876,Цифербург,0
8877,Дом творчества писателей,2
8878,Дом творчества писателей,1
8879,Дом творчества писателей,0
8880,Дом творчества писателей,0
8881,Дом творчества писателей,0
8882,Дом творчества писателей,0
8883,Дом творчества писателей,0
8884,Павловский парк,25
8885,Дом творчества писателей,4
8886,Грязная галерея,11
8887,Буквоед,0
8888,Книги и кофе,2
8889,Российская национальная библиотека,0
8890,Порядок слов,3
8891,Буквоед,0
8892,Дом писателя,2
8893,Эрарта,0
8894,Дом писателя,15
8895,Музей Ахматовой,4
8896,АБЦентр,1
8897,Порядок слов,8
8898,Дом молодежи Рекорд,0
8899,Цифербург,1
8900,Книги и кофе,1
8901,ЦСЛК,3
8902,Книги и кофе,1
8903,Порядок слов,3
8904,АБЦентр,2
8905,Новая сцена Александринского театра,4
8906,Буквоед,1
8907,Буквоед,7
8908,Порядок слов,6
8909,Лавка художника,4
8910,MOD,12
8911,Буквоед,4
8912,Порядок слов,3
8913,Новая сцена Александринского театра,2
8914,Новая сцена Александринского театра,2
8915,ЦСЛК,1
8916,Африка,0
8917,Буквоед,3
8918,Жук,1
8919,Буквоед,4
8920,Порядок слов,2
8921,БИКЦИМ,4
8922,Порядок слов,2
8923,"Арт-салон на Невском, 24",0
8924,Книги и кофе,1
8925,Scorpion-club,0
8926,АБЦентр,5
8927,Буквоед,1
8928,АБЦентр,2
8929,Буквоед,1
8930,MOD,4
8931,Порядок слов,4
8932,Буквоед,3
8933,Центр книги и графики,6
8934,Буквоед,1
8935,Эрарта,1
8936,Арт-муза,1
8937,Порядок слов,1
8938,VinillaSky,6
8939,Петровский арсенал,20
8940,ЦСЛК,1
8941,Библиотека Некрасова,3
8942,VinillaSky,11
8943,Порядок слов,3
8944,Буквоед,3
8945,Хостел In Touch,2
8946,Ящик,6
8947,VinillaSky,1
8948,Лавка художника,2
8949,Эрарта,0
8950,Цифербург,2
8951,Новая сцена Александринского театра,2
8952,Эрарта,1
8953,НПО Родные просторы,1
8954,весь мир,4
8955,Буквоед,1
8956,Порядок слов,1
8957,Грибоедов,1
8958,Эрарта,0
8959,Freedom,1
8960,Эрарта,1
8961,Старая Вена,9
8962,Музей Ахматовой,2
8963,Эрарта,10
8964,Буквоед,1
8965,Эрарта,1
8966,Библиотека Некрасова,2
8967,Библиотека Маяковского,5
8968,Буквоед,1
8969,Музей Державина,0
8970,АБЦентр,3
8971,Санкт-Петербургский союз художников,14
8972,Лофт-проект Этажи,17
8973,Библиотека Лермонтова,9
8974,Буквоед,2
8975,Книги и кофе,3
8976,Ящик,1
8977,VinillaSky,1
8978,Книжный магазин Мы,3
8979,Музей Достоевского,5
8980,Порядок слов,2
8981,Музей Ахматовой,1
8982,Буквоед,4
8983,Буквоед,3
8984,Порядок слов,3
8985,Буквоед,3
8986,Дом писателя,1
8987,Порядок слов,2
8988,Библиотека Маяковского,2
8989,Библиотека Лермонтова,0
8990,Библиотека Измайловская,1
8991,Музей Ахматовой,2
8992,Библиотека Лермонтова,2
8993,ПОЭТому,0
8994,Бутерброд,11
8995,Буквоед,1
8996,Библиотека Лермонтова,0
8997,Книги и кофе,0
8998,Бутерброд,9
8999,Кафе Соло на столе,1
9000,Буквоед,4
9001,Книги и кофе,3
9002,Еврейский общинный центр,3
9003,Буквоед,1
9004,Буквоед,1
