,place_name,participant_count
12704,Еврейский общинный центр,1
12705,Буквоед,2
12706,Все свободны,1
12707,Дом писателя,2
12708,Кулуар Реставрация нравов,3
12709,Banka Soundbar,1
12710,Российская национальная библиотека,4
12711,Библиотека Лермонтова,2
12712,Дом писателя,2
12713,Эрарта,1
12714,Кулуар Реставрация нравов,4
12715,Французский институт,1
12716,Росбалт,1
12717,Ящик,2
12718,Кулуар Реставрация нравов,5
12719,Старая Вена,5
12720,Лофт-проект Этажи,0
12721,Гете-институт в Санкт-Петербурге,11
12722,Порядок слов,0
12723,Ионотека,3
12724,Музей Достоевского,3
12725,Порядок слов,1
12726,Библиотека Лермонтова,1
12727,Сныть,1
12728,Фаренгейт 451,2
12729,Буквоед,1
12730,Порядок слов,1
12731,Лес Вилла,9
12732,Книжная лавка писателя,1
12733,Музей нонконформистского искусства,16
12734,Митьки-Арт,6
12735,Музей Гумилева,2
12736,Фаренгейт 451,7
12737,Интерьерный театр,0
12738,Нико,1
12739,АБЦентр,17
12740,Fish fabrique nouvelle,12
12741,Новая сцена Александринского театра,4
12742,Кулуар Реставрация нравов,6
12743,АБЦентр,6
12744,Fish fabrique nouvelle,19
12745,Музей Державина,3
12746,Fish fabrique nouvelle,12
12747,Кулуар Реставрация нравов,5
12748,Порядок слов,1
12749,Музей Ахматовой,4
12750,Кулуар Реставрация нравов,3
12751,Музей Ахматовой,1
12752,Старая Вена,1
12753,Музей Ахматовой,0
12754,Кулуар Реставрация нравов,4
12755,Порядок слов,1
12756,Рубинштейн,1
12757,Дом журналиста,20
12758,Порядок слов,17
12759,Порядок слов,3
12760,Все свободны,2
12761,Библиотека Маяковского,3
12762,Union,1
12763,ДК Шелгунова,1
12764,Старая Вена,1
12765,ДК Шелгунова,1
12766,Библиотека Маяковского,0
12767,Музей нонконформистского искусства,14
12768,Театр Куклы,2
12769,Эрарта,2
12770,Творческое пространство О+,3
12771,Эрарта,1
12772,Ионотека,0
12773,Буквоед,1
12774,Дом писателя,2
12775,Музей Ахматовой,1
12776,Буквоед,1
12777,Библиотека Лермонтова,1
12778,Музей Ахматовой,3
12779,VinillaSky,3
12780,Библиотека национальных литератур,5
12781,Старая Вена,4
12782,Буквоед,3
12783,Магазин Подписные издания,6
12784,Библиотека Герцена,4
12785,Библиотека Лермонтова,1
12786,Музей Ахматовой,1
12787,Буквоед,1
12788,АБЦентр,19
12789,Библиотека Блока,1
12790,Библиотека Маяковского,1
12791,Книжная лавка писателя,0
12792,Библиотека Блока,0
12793,Музей Ахматовой,6
12794,АБЦентр,3
12795,Книжная лавка писателя,1
12796,Кофейня 64 зерна,0
12797,АБЦентр,1
12798,Библиотека Лермонтова,2
12799,Эрарта,2
12800,Еврейский общинный центр,2
12801,Дом книги,2
12802,Памятный зал Монумента героическим защитникам Ленинграда,1
12803,Новая сцена Александринского театра,7
12804,Российская национальная библиотека,0
12805,Академическая капелла,6
12806,Музей Ахматовой,2
12807,ДК Шелгунова,1
12808,Магазин Подписные издания,3
12809,Книжная лавка писателя,1
12810,Бакалавриат,13
12811,KGallery,7
12812,Дом архитектора,5
12813,Дом книги,1
12814,Старая Вена,11
12815,Книги и кофе,4
12816,Все свободны,8
12817,Эрарта,1
12818,Библиотека Маяковского,0
12819,Библиотека Лермонтова,1
12820,Администрация Петроградского района,0
12821,Дом писателя,2
12822,Музей Ахматовой,1
12823,Все свободны,1
12824,Ящик,1
12825,Библиотека Измайловская,7
12826,Буквоед,1
12827,Новая сцена Александринского театра,4
12828,Библиотека Блока,10
12829,Книжная лавка писателя,1
12830,Городское кафе ЗиС,1
12831,ОхтаLab,1
12832,Музей Ахматовой,3
12833,Книжная лавка писателя,3
12834,Библиотека Зощенко,6
12835,Капкан,2
12836,Ящик,0
12837,Дом писателя,2
12838,Буквоед,2
12839,Санкт-Петербургский союз литераторов,8
12840,Музей Ахматовой,9
12841,Музей петербургского авангарда,4
12842,Ионотека,0
12843,Музей Зощенко,4
12844,Дом писателя,4
12845,Музей Пушкина,2
12846,Дом книги,3
12847,Галерея искусств Чердак Художника,1
12848,Книжная лавка писателя,4
12849,Библиотека Маяковского,6
12850,Библиотека Лермонтова,1
12851,Репин Бар,2
12852,Библиотека Герцена,0
12853,Книги и кофе,3
12854,Библиотека Маяковского,5
12855,Репин Бар,1
12856,Social Club,2
12857,Театр на Литейном,10
12858,Дом писателя,2
12859,Буквоед,14
12860,Музей Ахматовой,4
12861,Книжная лавка писателя,1
12862,Ионотека,0
12863,Театр на Литейном,13
12864,Дом писателя,1
12865,Дом книги,2
